hdbscan_10,count,lat_mean,lat_std,lon_mean,lon_std,location,umap_std_mean,geo_std_km
101,38,32.81024237226305,0.8127848730672339,130.91447679903897,1.0140739659643412,熊本県 西原村,0.0308006,130.72727704606143
102,13,34.05230272782608,1.1348773191432477,132.45858221234244,1.8216834305483423,広島県 呉市,0.057031423,209.61002382648445
103,63,33.71951684018354,1.1997238447256595,133.82402627031797,3.271141358476436,高知県 香美市,0.08715496,330.0678831403523
104,44,33.43772645107265,1.197365190747452,133.25990300299603,2.6726840109543173,高知県 須崎市,0.07978814,280.9854827295423
105,17,34.308914415046154,1.1981356484004637,133.82428158980676,3.37729928208787,香川県 坂出市,0.069359735,337.006522416899
106,17,33.21368313644008,1.1841870308652442,132.5805376579055,3.4023763566568745,愛媛県 鬼北町,0.07213016,342.21681549085775
107,10,34.93443935367861,1.106882633737578,135.39091755269416,2.1394562903368444,兵庫県 猪名川町,0.05271715,230.21478191189183
108,38,34.83066691765216,0.6317717026150745,135.93967141030427,1.9236003745920784,京都府 和束町,0.093149506,188.77500333837804
109,203,34.86111040805975,0.6138239684677289,136.01727567289578,1.662280886396039,滋賀県 甲賀市,0.1811277,166.02530151117253
110,11,35.39723587170209,0.3431338531351108,138.51341819782994,1.6073510379172564,山梨県 身延町,0.04748537,150.3414354650964
111,25,35.45725705240561,0.3863490741090739,138.72416851670613,1.7430725623236034,山梨県 鳴沢村,0.065030195,163.3302414487855
112,91,34.968621829694804,0.826776866157464,136.25461482595867,2.1129695443087804,滋賀県 日野町,0.12290253,212.9833957956349
113,10,34.61673218714406,0.28619766922201256,135.2135721493033,0.9012910069750883,兵庫県 神戸市,0.053666305,88.24892845742957
114,43,35.734964244879414,0.41742761876832335,139.7327805391299,0.30634436108238716,豊島区,0.075588554,53.932937376032626
115,31,35.37876087193945,0.4226898548903869,138.3510799810823,1.846128326184598,山梨県 早川町,0.110675134,173.54290196531775
116,47,34.89425350613989,0.7463338273704672,135.73020722175698,2.690571605761952,京都府 久御山町,0.06275128,258.5876088066787
117,19,35.70575602370201,0.01825669154092935,139.78956231155456,0.030706963006180383,台東区,0.048328396,3.430334564115243
118,22,35.60606150924954,0.2107358208683524,139.48449293671186,0.614212870474494,神奈川県 川崎市,0.062370826,60.16456965638194
119,513,35.31158385742977,0.8408515924716407,137.82731339942788,2.453904252920096,長野県 阿南町,0.1687831,241.0715683130909
120,18,35.53166830027598,0.34386694563494324,139.09904127391215,1.4573331200529402,山梨県 道志村,0.06403049,137.0644752106076
121,13,35.52373625309629,0.748663665088693,139.07210371614661,1.330072537547947,山梨県 道志村,0.060890593,146.09602515011397
122,11,33.73101618320945,1.323194342564333,134.2537786170894,3.6925203803344226,徳島県 那賀町,0.045627683,371.1661076816734
123,27,35.15202695283249,0.49655135947679463,137.3272391419981,2.285174465639781,愛知県 豊田市,0.07562833,214.59374754300683
124,35,35.51163130656883,0.3439792065249125,139.10420772751368,1.5444186567445741,神奈川県 相模原市,0.04202536,144.67331489687282
125,12,35.720983255763706,0.06767263184389938,139.71658562065988,0.1491606745179091,豊島区,0.036267426,15.398449937394703
126,53,35.40742319846187,1.1863430746168124,136.78169283493045,1.7248315220169257,岐阜県 岐阜市,0.053948957,204.18461601192095
127,24,34.70753015308251,0.34915144751423055,135.58047630096874,1.368204686037918,大阪府 大阪市,0.060995705,130.7252724071561
128,18,34.52945786290757,0.624825127730236,135.26015578555345,1.9528025077656048,大阪府 泉佐野市,0.042253867,191.57073866751165
129,35,35.135332167281355,1.2784664026600592,136.1325551014953,2.368896047905523,滋賀県 近江八幡市,0.060642105,257.6418892403467
130,19,35.67051369671345,0.11671952931226177,139.72650530658458,0.0863269109254374,港区,0.032464914,15.114657065622954
131,12,35.236454449391736,0.39555465265836476,137.82684467322187,1.973954447001226,長野県 天龍村,0.04457009,184.2706454075806
132,24,35.67795769663473,0.08931152545626254,139.7735687535159,0.04840099329515416,中央区,0.06248281,10.831653179801785
133,65,35.69740962001038,0.12329564118487214,139.6760535198718,0.11531075124124077,中野区,0.07601975,17.18572599141953
